Time sec,Extension in,Strain 1 %,Load lbf,Tensile stress ksi,Cycle Count ,Total Cycle Count ,Repetitions Count ,Segment ID ,Marked Data ,PIP Count ,Tensile extension in,Tensile strain %,Displacement (Strain 1) in,True strain %,Corrected Position in,Tenacity gf/tex,True stress psi
135.254,0.02254006,0.05526923,1096.727,626.7014,0,0,0,3204,0,0,0.000552692,0.05526923,0.000552692,0.05525396,0.02254006,4974.672,627047.7
135.304,0.02254849,0.05522482,1097.023,626.8701,0,0,0,3204,0,0,0.000552248,0.05522482,0.000552248,0.05520957,0.02254849,4976.012,627216.3
135.354,0.02255693,0.05529658,1097.354,627.0591,0,0,0,3204,0,0,0.000552966,0.05529658,0.000552966,0.0552813,0.02255693,4977.512,627405.9
135.404,0.02256748,0.05538993,1097.661,627.2347,0,0,0,3204,0,0,0.000553899,0.05538993,0.000553899,0.05537459,0.02256748,4978.906,627582.1
135.454,0.02257591,0.05528681,1098.028,627.4446,0,0,0,3204,0,0,0.000552868,0.05528681,0.000552868,0.05527153,0.02257591,4980.572,627791.5
135.504,0.02258646,0.05536986,1098.373,627.642,0,0,0,3204,0,0,0.000553699,0.05536986,0.000553699,0.05535453,0.02258646,4982.139,627989.5
135.554,0.0225949,0.05532155,1098.643,627.7961,0,0,0,3204,0,0,0.000553215,0.05532155,0.000553216,0.05530625,0.0225949,4983.362,628143.4
135.604,0.02260122,0.05538004,1098.896,627.9407,0,0,0,3204,0,0,0.0005538,0.05538004,0.0005538,0.05536471,0.02260122,4984.51,628288.5
135.654,0.02260966,0.05542661,1099.171,628.0975,0,0,0,3204,0,0,0.000554266,0.05542661,0.000554266,0.05541125,0.02260966,4985.754,628445.6
135.704,0.02261599,0.05534546,1099.448,628.2559,0,0,0,3204,0,0,0.000553455,0.05534546,0.000553455,0.05533015,0.02261599,4987.012,628603.7
135.754,0.02262442,0.05531935,1099.705,628.4031,0,0,0,3204,0,0,0.000553194,0.05531935,0.000553194,0.05530406,0.02262442,4988.181,628750.8
135.804,0.02263286,0.0553837,1099.98,628.5602,0,0,0,3204,0,0,0.000553837,0.0553837,0.000553837,0.05536837,0.02263286,4989.427,628908.3
135.854,0.02264129,0.05538019,1100.23,628.7027,0,0,0,3204,0,0,0.000553802,0.0553802,0.000553802,0.05536486,0.02264129,4990.558,629050.8
135.904,0.02264973,0.05542903,1100.478,628.8444,0,0,0,3204,0,0,0.00055429,0.05542903,0.00055429,0.05541368,0.02264973,4991.683,629192.9
135.954,0.02266028,0.05554378,1100.771,629.0118,0,0,0,3204,0,0,0.000555438,0.05554378,0.000555438,0.05552836,0.02266028,4993.012,629361.2
136.004,0.02266871,0.05548439,1101.185,629.2484,0,0,0,3204,0,0,0.000554844,0.05548439,0.000554844,0.055469,0.02266871,4994.89,629597.5
136.054,0.02267926,0.05555461,1101.484,629.4194,0,0,0,3204,0,0,0.000555546,0.05555461,0.000555546,0.05553919,0.02267926,4996.247,629769
136.104,0.02268559,0.05550517,1101.752,629.5728,0,0,0,3204,0,0,0.000555052,0.05550517,0.000555052,0.05548977,0.02268559,4997.465,629922.2
136.154,0.02269402,0.05550779,1102.014,629.7222,0,0,0,3204,0,0,0.000555078,0.05550779,0.000555078,0.05549239,0.02269402,4998.651,630071.8
136.204,0.02270246,0.05554907,1102.289,629.8795,0,0,0,3204,0,0,0.000555491,0.05554907,0.000555491,0.05553365,0.02270246,4999.9,630229.4
136.254,0.02270879,0.05551055,1102.5,629.9999,0,0,0,3204,0,0,0.000555106,0.05551055,0.000555106,0.05549515,0.02270879,5000.856,630349.7
136.304,0.02271511,0.05560895,1102.763,630.1503,0,0,0,3204,0,0,0.00055609,0.05560895,0.00055609,0.05559349,0.02271511,5002.05,630500.8
136.354,0.02272355,0.05562185,1102.992,630.2811,0,0,0,3204,0,0,0.000556219,0.05562185,0.000556219,0.05560639,0.02272355,5003.088,630631.7
136.404,0.02272988,0.05559708,1103.195,630.3973,0,0,0,3204,0,0,0.000555971,0.05559709,0.000555971,0.05558163,0.02272988,5004.01,630747.8
136.454,0.02273831,0.05573208,1103.424,630.5279,0,0,0,3204,0,0,0.000557321,0.05573208,0.000557321,0.05571656,0.02273831,5005.046,630879.3
136.504,0.02274675,0.05572364,1103.684,630.6768,0,0,0,3204,0,0,0.000557236,0.05572364,0.000557236,0.05570812,0.02274675,5006.229,631028.3
136.554,0.02275519,0.0556063,1103.98,630.8458,0,0,0,3204,0,0,0.000556063,0.05560631,0.000556063,0.05559085,0.02275519,5007.57,631196.6
136.604,0.02276573,0.05571759,1104.318,631.0386,0,0,0,3204,0,0,0.000557176,0.05571759,0.000557176,0.05570207,0.02276573,5009.101,631390.2
136.654,0.02277417,0.05566429,1104.646,631.2264,0,0,0,3204,0,0,0.000556643,0.05566429,0.000556643,0.0556488,0.02277417,5010.591,631577.7
136.704,0.02278261,0.0556562,1104.969,631.4108,0,0,0,3204,0,0,0.000556562,0.0556562,0.000556562,0.05564072,0.02278261,5012.055,631762.2
136.754,0.02279315,0.05571841,1105.251,631.5718,0,0,0,3204,0,0,0.000557184,0.05571841,0.000557184,0.0557029,0.02279315,5013.333,631923.7
136.804,0.02280159,0.05569648,1105.618,631.7819,0,0,0,3204,0,0,0.000556965,0.05569648,0.000556965,0.05568098,0.02280159,5015,632133.7
136.854,0.02281002,0.05572805,1105.925,631.9572,0,0,0,3204,0,0,0.000557281,0.05572805,0.000557281,0.05571253,0.02281002,5016.392,632309.4
136.904,0.02281846,0.05569297,1106.151,632.0865,0,0,0,3204,0,0,0.00055693,0.05569297,0.00055693,0.05567747,0.02281846,5017.419,632438.5
136.954,0.0228269,0.05573719,1106.451,632.2577,0,0,0,3204,0,0,0.000557372,0.05573719,0.000557372,0.05572166,0.0228269,5018.778,632610.1
137.004,0.02283323,0.05571457,1106.727,632.4152,0,0,0,3204,0,0,0.000557146,0.05571457,0.000557146,0.05569906,0.02283323,5020.028,632767.6
137.054,0.02284166,0.05576599,1106.935,632.5342,0,0,0,3204,0,0,0.00055766,0.05576599,0.00055766,0.05575045,0.02284166,5020.972,632886.9
137.104,0.02284799,0.05576051,1107.136,632.6494,0,0,0,3204,0,0,0.000557605,0.05576051,0.000557605,0.05574498,0.02284799,5021.887,633002.1
137.154,0.02285643,0.05572683,1107.36,632.777,0,0,0,3204,0,0,0.000557268,0.05572683,0.000557268,0.05571131,0.02285643,5022.9,633129.6
137.204,0.02286486,0.05576423,1107.633,632.9332,0,0,0,3204,0,0,0.000557642,0.05576424,0.000557642,0.05574869,0.02286486,5024.14,633286.2
137.254,0.0228733,0.05578374,1107.909,633.091,0,0,0,3204,0,0,0.000557837,0.05578374,0.000557837,0.05576818,0.0228733,5025.393,633444.2
137.304,0.02288384,0.05580809,1108.307,633.3184,0,0,0,3204,0,0,0.000558081,0.05580809,0.000558081,0.05579253,0.02288384,5027.198,633671.9
137.354,0.02289228,0.05582067,1108.545,633.4541,0,0,0,3204,0,0,0.000558207,0.05582067,0.000558207,0.05580509,0.02289228,5028.274,633807.7
137.404,0.02290072,0.05584307,1108.873,633.6417,0,0,0,3204,0,0,0.000558431,0.05584307,0.000558431,0.05582748,0.02290072,5029.763,633995.5
137.454,0.02290704,0.05592729,1109.141,633.7949,0,0,0,3204,0,0,0.000559273,0.05592729,0.000559273,0.05591166,0.02290704,5030.98,634149.4
137.504,0.02291548,0.0558988,1109.408,633.9473,0,0,0,3204,0,0,0.000558988,0.0558988,0.000558988,0.05588318,0.02291548,5032.189,634301.6
137.554,0.02292392,0.05598758,1109.631,634.0746,0,0,0,3204,0,0,0.000559876,0.05598759,0.000559876,0.05597192,0.02292392,5033.2,634429.6
137.604,0.02293235,0.05594666,1109.898,634.2276,0,0,0,3204,0,0,0.000559467,0.05594666,0.000559467,0.05593101,0.02293235,5034.415,634582.4
137.654,0.02293868,0.05598887,1110.099,634.3425,0,0,0,3204,0,0,0.000559889,0.05598887,0.000559889,0.05597321,0.02293868,5035.326,634697.6
137.704,0.02294923,0.05595116,1110.429,634.5309,0,0,0,3204,0,0,0.000559512,0.05595116,0.000559512,0.05593551,0.02294923,5036.822,634886
137.754,0.02295766,0.05596483,1110.781,634.7321,0,0,0,3204,0,0,0.000559648,0.05596483,0.000559648,0.05594917,0.02295766,5038.419,635087.3
137.804,0.0229661,0.05600695,1111.074,634.8993,0,0,0,3204,0,0,0.00056007,0.05600695,0.00056007,0.05599127,0.0229661,5039.746,635254.9
137.854,0.02297664,0.0560055,1111.431,635.1034,0,0,0,3204,0,0,0.000560055,0.0560055,0.000560055,0.05598982,0.02297664,5041.366,635459.1
137.904,0.02298508,0.05601212,1111.722,635.2698,0,0,0,3204,0,0,0.000560121,0.05601212,0.000560121,0.05599644,0.02298508,5042.688,635625.7
137.954,0.02299352,0.0560626,1112.075,635.4716,0,0,0,3204,0,0,0.000560626,0.0560626,0.000560626,0.05604689,0.02299352,5044.289,635827.9
138.004,0.02300195,0.05605038,1112.348,635.6274,0,0,0,3204,0,0,0.000560504,0.05605038,0.000560504,0.05603468,0.02300195,5045.526,635983.7
138.054,0.02301039,0.05606483,1112.58,635.7599,0,0,0,3204,0,0,0.000560648,0.05606483,0.000560648,0.05604912,0.02301039,5046.578,636116.4
138.104,0.02301672,0.05599528,1112.819,635.8964,0,0,0,3204,0,0,0.000559953,0.05599528,0.000559953,0.05597961,0.02301672,5047.662,636252.5
138.154,0.02302515,0.05606618,1113.082,636.0471,0,0,0,3204,0,0,0.000560662,0.05606618,0.000560662,0.05605047,0.02302515,5048.857,636403.7
138.204,0.02303359,0.05605729,1113.345,636.1974,0,0,0,3204,0,0,0.000560573,0.05605729,0.000560573,0.05604159,0.02303359,5050.05,636554
138.254,0.02304203,0.05604764,1113.623,636.3561,0,0,0,3204,0,0,0.000560476,0.05604764,0.000560476,0.05603194,0.02304203,5051.311,636712.8
138.304,0.02305046,0.05606295,1113.918,636.5245,0,0,0,3204,0,0,0.00056063,0.05606295,0.00056063,0.05604724,0.02305046,5052.647,636881.4
138.354,0.0230589,0.05610278,1114.225,636.7,0,0,0,3204,0,0,0.000561028,0.05610278,0.000561028,0.05608705,0.0230589,5054.04,637057.2
138.404,0.02306944,0.05622149,1114.55,636.8856,0,0,0,3204,0,0,0.000562215,0.05622149,0.000562215,0.05620569,0.02306944,5055.513,637243.6
138.454,0.02307788,0.05621111,1114.868,637.0673,0,0,0,3204,0,0,0.000562111,0.05621111,0.000562111,0.05619531,0.02307788,5056.956,637425.4
138.504,0.02308632,0.05616944,1115.169,637.2396,0,0,0,3204,0,0,0.000561694,0.05616944,0.000561694,0.05615367,0.02308632,5058.323,637597.5
138.554,0.02309475,0.05625998,1115.408,637.3759,0,0,0,3204,0,0,0.0005626,0.05625998,0.0005626,0.05624416,0.02309475,5059.405,637734.4
138.604,0.02310108,0.05619983,1115.694,637.5393,0,0,0,3204,0,0,0.000561998,0.05619983,0.000561998,0.05618404,0.02310108,5060.703,637897.6
138.654,0.02310952,0.0562893,1115.954,637.6882,0,0,0,3204,0,0,0.000562893,0.0562893,0.000562893,0.05627346,0.02310952,5061.884,638047.2
138.704,0.02311585,0.05632417,1116.166,637.8093,0,0,0,3204,0,0,0.000563242,0.05632417,0.000563242,0.05630832,0.02311585,5062.845,638168.5
138.754,0.02312428,0.05628761,1116.375,637.9287,0,0,0,3204,0,0,0.000562876,0.05628761,0.000562876,0.05627178,0.02312428,5063.793,638287.8
138.804,0.02313061,0.05632039,1116.563,638.0362,0,0,0,3204,0,0,0.000563204,0.05632039,0.000563204,0.05630454,0.02313061,5064.646,638395.5
138.854,0.02313905,0.0563161,1116.773,638.1561,0,0,0,3204,0,0,0.000563161,0.0563161,0.000563161,0.05630025,0.02313905,5065.599,638515.5
138.904,0.02314748,0.05630061,1117.075,638.3287,0,0,0,3204,0,0,0.000563006,0.05630061,0.000563006,0.05628477,0.02314748,5066.968,638688
138.954,0.02315592,0.05634225,1117.363,638.493,0,0,0,3204,0,0,0.000563423,0.05634224,0.000563423,0.05632638,0.02315592,5068.272,638852.7
139.004,0.02316436,0.05630514,1117.713,638.6929,0,0,0,3204,0,0,0.000563051,0.05630514,0.000563051,0.05628929,0.02316436,5069.859,639052.5
139.054,0.02317279,0.05641276,1117.982,638.847,0,0,0,3204,0,0,0.000564128,0.05641276,0.000564128,0.05639685,0.02317279,5071.083,639207.4
139.104,0.02318334,0.05636984,1118.361,639.0634,0,0,0,3204,0,0,0.000563698,0.05636984,0.000563698,0.05635396,0.02318334,5072.801,639423.7
139.154,0.02319177,0.05634812,1118.654,639.2308,0,0,0,3204,0,0,0.000563481,0.05634812,0.000563481,0.05633226,0.02319177,5074.129,639591
139.204,0.02320232,0.05638942,1118.989,639.4222,0,0,0,3204,0,0,0.000563894,0.05638942,0.000563894,0.05637353,0.02320232,5075.648,639782.8
139.254,0.02321076,0.05646614,1119.29,639.5944,0,0,0,3204,0,0,0.000564661,0.05646614,0.000564661,0.0564502,0.02321076,5077.016,639955.6
139.304,0.02321919,0.05647811,1119.593,639.7673,0,0,0,3204,0,0,0.000564781,0.05647811,0.000564781,0.05646216,0.02321919,5078.388,640128.6
139.354,0.02322552,0.05642784,1119.814,639.8937,0,0,0,3204,0,0,0.000564278,0.05642784,0.000564278,0.05641193,0.02322552,5079.391,640254.7
139.404,0.02323395,0.05653399,1120.092,640.0524,0,0,0,3204,0,0,0.00056534,0.05653399,0.00056534,0.05651802,0.02323395,5080.651,640414.3
139.454,0.02324239,0.05645314,1120.347,640.198,0,0,0,3204,0,0,0.000564531,0.05645314,0.000564531,0.05643721,0.02324239,5081.807,640559.4
139.504,0.02324872,0.056512,1120.532,640.3043,0,0,0,3204,0,0,0.00056512,0.056512,0.00056512,0.05649604,0.02324872,5082.65,640666.1
139.554,0.02325505,0.0564435,1120.72,640.4114,0,0,0,3204,0,0,0.000564435,0.0564435,0.000564435,0.05642758,0.02325505,5083.5,640772.8
139.604,0.02326559,0.05651764,1121.036,640.592,0,0,0,3204,0,0,0.000565176,0.05651764,0.000565176,0.05650168,0.02326559,5084.934,640954
139.654,0.02327403,0.05648713,1121.346,640.7692,0,0,0,3204,0,0,0.000564871,0.05648713,0.000564871,0.05647118,0.02327403,5086.341,641131.1
139.704,0.02328247,0.05651159,1121.658,640.9474,0,0,0,3204,0,0,0.000565116,0.05651159,0.000565116,0.05649563,0.02328247,5087.755,641309.6
139.754,0.0232909,0.05657833,1121.975,641.1285,0,0,0,3204,0,0,0.000565783,0.05657833,0.000565783,0.05656233,0.0232909,5089.193,641491.3
139.804,0.02329934,0.05658533,1122.269,641.2964,0,0,0,3204,0,0,0.000565853,0.05658533,0.000565853,0.05656933,0.02329934,5090.526,641659.3
139.854,0.02330778,0.0566618,1122.516,641.4375,0,0,0,3204,0,0,0.000566618,0.0566618,0.000566618,0.05664575,0.02330778,5091.646,641800.9
139.904,0.02331621,0.05658267,1122.807,641.6038,0,0,0,3204,0,0,0.000565827,0.05658267,0.000565827,0.05656667,0.02331621,5092.966,641966.8
139.954,0.02332254,0.05663376,1123.028,641.73,0,0,0,3204,0,0,0.000566338,0.05663376,0.000566338,0.05661773,0.02332254,5093.968,642093.5
140.004,0.02333098,0.05665673,1123.248,641.8562,0,0,0,3204,0,0,0.000566567,0.05665673,0.000566567,0.05664069,0.02333098,5094.969,642219.8
140.054,0.02333941,0.05668757,1123.544,642.0251,0,0,0,3204,0,0,0.000566876,0.05668757,0.000566876,0.05667151,0.02333941,5096.31,642389
140.104,0.02334785,0.05676876,1123.766,642.1518,0,0,0,3204,0,0,0.000567688,0.05676876,0.000567688,0.05675265,0.02334785,5097.316,642516.4
140.154,0.02335839,0.05670933,1124.107,642.347,0,0,0,3204,0,0,0.000567093,0.05670933,0.000567093,0.05669325,0.02335839,5098.865,642711.3
140.204,0.02336683,0.0566889,1124.439,642.5367,0,0,0,3204,0,0,0.000566889,0.0566889,0.000566889,0.05667284,0.02336683,5100.371,642901
140.254,0.02337527,0.05670988,1124.727,642.7009,0,0,0,3204,0,0,0.000567099,0.05670987,0.000567099,0.0566938,0.02337527,5101.675,643065.4
140.304,0.02338581,0.05674477,1125.114,642.9222,0,0,0,3204,0,0,0.000567448,0.05674477,0.000567448,0.05672868,0.02338581,5103.431,643287
140.354,0.02339425,0.05674359,1125.429,643.1025,0,0,0,3204,0,0,0.000567436,0.0567436,0.000567436,0.0567275,0.02339425,5104.862,643467.4
140.404,0.02340268,0.05672589,1125.735,643.2772,0,0,0,3204,0,0,0.000567259,0.05672589,0.000567259,0.05670981,0.02340268,5106.249,643642.1
140.454,0.02340901,0.05671628,1126,643.4288,0,0,0,3204,0,0,0.000567163,0.05671628,0.000567163,0.0567002,0.02340901,5107.453,643793.7
140.504,0.02341745,0.05673192,1126.254,643.5738,0,0,0,3204,0,0,0.000567319,0.05673192,0.000567319,0.05671584,0.02341745,5108.603,643938.9
140.554,0.02342588,0.05682823,1126.426,643.6721,0,0,0,3204,0,0,0.000568282,0.05682823,0.000568282,0.05681209,0.02342588,5109.384,644037.9
140.604,0.02343221,0.05674392,1126.712,643.8354,0,0,0,3204,0,0,0.000567439,0.05674392,0.000567439,0.05672783,0.02343221,5110.68,644200.7
140.654,0.02344065,0.05684703,1126.967,643.9809,0,0,0,3204,0,0,0.00056847,0.05684703,0.00056847,0.05683087,0.02344065,5111.835,644347
140.704,0.02344909,0.05676331,1127.208,644.119,0,0,0,3204,0,0,0.000567633,0.05676331,0.000567633,0.05674721,0.02344909,5112.931,644484.7
140.754,0.02345963,0.05682102,1127.561,644.3204,0,0,0,3204,0,0,0.00056821,0.05682102,0.00056821,0.05680488,0.02345963,5114.529,644686.5
140.804,0.02346807,0.05684752,1127.909,644.5197,0,0,0,3204,0,0,0.000568475,0.05684752,0.000568475,0.05683136,0.02346807,5116.112,644886.1
140.854,0.02347861,0.05688353,1128.17,644.6685,0,0,0,3204,0,0,0.000568835,0.05688353,0.000568835,0.05686735,0.02347861,5117.293,645035.2
140.904,0.02348705,0.05697486,1128.511,644.8637,0,0,0,3204,0,0,0.000569749,0.05697485,0.000569749,0.05695863,0.02348705,5118.842,645231.1
140.954,0.02349338,0.05694566,1128.778,645.016,0,0,0,3204,0,0,0.000569457,0.05694566,0.000569457,0.05692945,0.02349338,5120.051,645383.3
141.004,0.02350181,0.05698615,1129.032,645.1609,0,0,0,3204,0,0,0.000569862,0.05698615,0.000569862,0.05696992,0.02350181,5121.201,645528.5
141.054,0.02351025,0.05696677,1129.287,645.307,0,0,0,3204,0,0,0.000569668,0.05696677,0.000569668,0.05695054,0.02351025,5122.361,645674.6
141.104,0.02351658,0.056935,1129.517,645.4384,0,0,0,3204,0,0,0.00056935,0.056935,0.00056935,0.0569188,0.02351658,5123.404,645805.8
141.154,0.0235229,0.0569746,1129.782,645.59,0,0,0,3204,0,0,0.000569746,0.0569746,0.000569746,0.05695838,0.0235229,5124.607,645957.8
141.204,0.02353134,0.05703096,1130.013,645.7217,0,0,0,3204,0,0,0.00057031,0.05703096,0.00057031,0.0570147,0.02353134,5125.653,646089.9
141.254,0.02353767,0.05698508,1130.181,645.8176,0,0,0,3204,0,0,0.000569851,0.05698508,0.000569851,0.05696885,0.02353767,5126.414,646185.6
141.304,0.0235461,0.05706515,1130.482,645.9896,0,0,0,3204,0,0,0.000570652,0.05706515,0.000570652,0.05704887,0.0235461,5127.779,646358.2
141.354,0.02355454,0.05710006,1130.772,646.1555,0,0,0,3204,0,0,0.000571001,0.05710006,0.000571001,0.05708376,0.02355454,5129.096,646524.4
141.404,0.02356509,0.05704872,1131.05,646.3143,0,0,0,3204,0,0,0.000570487,0.05704872,0.000570487,0.05703245,0.02356509,5130.356,646683
141.454,0.02357352,0.05702191,1131.412,646.5209,0,0,0,3204,0,0,0.000570219,0.05702191,0.000570219,0.05700566,0.02357352,5131.997,646889.5
141.504,0.02358196,0.05694286,1131.775,646.7288,0,0,0,3204,0,0,0.000569429,0.05694286,0.000569429,0.05692666,0.02358196,5133.647,647097
141.554,0.0235925,0.05705304,1132.109,646.9193,0,0,0,3204,0,0,0.000570531,0.05705304,0.00057053,0.05703678,0.0235925,5135.16,647288.4
141.604,0.02360094,0.05704635,1132.411,647.0921,0,0,0,3204,0,0,0.000570464,0.05704635,0.000570464,0.05703008,0.02360094,5136.531,647461.2
141.654,0.02360938,0.05709336,1132.739,647.2797,0,0,0,3204,0,0,0.000570934,0.05709336,0.000570934,0.05707707,0.02360938,5138.02,647649.2
141.704,0.02361781,0.05707161,1133.008,647.4333,0,0,0,3204,0,0,0.000570716,0.05707161,0.000570716,0.05705533,0.02361781,5139.24,647802.8
141.754,0.02362625,0.05713648,1133.342,647.6243,0,0,0,3204,0,0,0.000571365,0.05713648,0.000571365,0.05712017,0.02362625,5140.755,647994.3
141.804,0.02363469,0.05709019,1133.588,647.7646,0,0,0,3204,0,0,0.000570902,0.05709019,0.000570902,0.0570739,0.02363469,5141.87,648134.4
141.854,0.02364101,0.05711942,1133.864,647.9225,0,0,0,3204,0,0,0.000571194,0.05711943,0.000571194,0.05710312,0.02364101,5143.123,648292.6
141.904,0.02364945,0.05713339,1134.102,648.0585,0,0,0,3204,0,0,0.000571334,0.05713339,0.000571334,0.05711708,0.02364945,5144.203,648428.8
141.954,0.02365578,0.05712896,1134.292,648.1668,0,0,0,3204,0,0,0.00057129,0.05712896,0.00057129,0.05711265,0.02365578,5145.062,648537.1
142.004,0.02366421,0.05720318,1134.482,648.2757,0,0,0,3204,0,0,0.000572032,0.05720318,0.000572032,0.05718682,0.02366421,5145.926,648646.5
142.054,0.02367265,0.05719111,1134.86,648.4916,0,0,0,3204,0,0,0.000571911,0.05719111,0.000571911,0.05717477,0.02367265,5147.64,648862.5
142.104,0.0236832,0.05722521,1135.15,648.6574,0,0,0,3204,0,0,0.000572252,0.05722521,0.000572252,0.05720884,0.0236832,5148.956,649028.6
142.154,0.02369163,0.05725519,1135.461,648.8351,0,0,0,3204,0,0,0.000572552,0.05725519,0.000572552,0.0572388,0.02369163,5150.367,649206.6
142.204,0.02370007,0.05734324,1135.801,649.0289,0,0,0,3204,0,0,0.000573432,0.05734324,0.000573432,0.05732681,0.02370007,5151.905,649401.1
142.254,0.02370851,0.05733751,1136.098,649.199,0,0,0,3204,0,0,0.000573375,0.05733751,0.000573375,0.05732108,0.02370851,5153.255,649571.2
142.304,0.02371483,0.05729084,1136.335,649.3345,0,0,0,3204,0,0,0.000572908,0.05729084,0.000572908,0.05727444,0.02371483,5154.331,649706.5
142.354,0.02372327,0.05735237,1136.631,649.5035,0,0,0,3204,0,0,0.000573524,0.05735237,0.000573524,0.05733593,0.02372327,5155.672,649876
142.404,0.02373171,0.05743683,1136.819,649.6109,0,0,0,3204,0,0,0.000574368,0.05743683,0.000574368,0.05742034,0.02373171,5156.525,649984
142.454,0.02374014,0.05738472,1137.098,649.7704,0,0,0,3204,0,0,0.000573847,0.05738472,0.000573847,0.05736826,0.02374014,5157.792,650143.3
142.504,0.02374858,0.05742557,1137.364,649.9224,0,0,0,3204,0,0,0.000574256,0.05742557,0.000574256,0.05740909,0.02374858,5158.998,650295.6
142.554,0.02375701,0.05741037,1137.687,650.107,0,0,0,3204,0,0,0.000574104,0.05741037,0.000574104,0.0573939,0.02375701,5160.463,650480.2
142.604,0.02376545,0.05736212,1138.051,650.315,0,0,0,3204,0,0,0.000573621,0.05736212,0.000573621,0.05734568,0.02376545,5162.114,650688.1
142.654,0.023776,0.05743612,1138.303,650.4587,0,0,0,3204,0,0,0.000574361,0.05743612,0.000574361,0.05741963,0.023776,5163.255,650832.4
142.704,0.02378443,0.05738165,1138.692,650.6812,0,0,0,3204,0,0,0.000573817,0.05738165,0.000573817,0.05736519,0.02378443,5165.021,651054.5
142.754,0.02379498,0.05747585,1139.012,650.864,0,0,0,3204,0,0,0.000574759,0.05747585,0.000574759,0.05745934,0.02379498,5166.472,651238.1
142.804,0.02380342,0.05750313,1139.294,651.0251,0,0,0,3204,0,0,0.000575031,0.05750313,0.000575031,0.0574866,0.02380342,5167.751,651399.5
142.854,0.02380974,0.05745412,1139.584,651.1908,0,0,0,3204,0,0,0.000574541,0.05745412,0.000574541,0.05743762,0.02380974,5169.066,651564.9
142.904,0.02381818,0.05746884,1139.801,651.3147,0,0,0,3204,0,0,0.000574688,0.05746884,0.000574688,0.05745234,0.02381818,5170.05,651689
142.954,0.02382451,0.05746387,1140.049,651.4566,0,0,0,3204,0,0,0.000574639,0.05746387,0.000574639,0.05744737,0.02382451,5171.176,651831
143.004,0.02383294,0.05743179,1140.271,651.5833,0,0,0,3204,0,0,0.000574318,0.05743179,0.000574318,0.05741531,0.02383294,5172.182,651957.5
143.054,0.02384138,0.0575391,1140.551,651.7432,0,0,0,3204,0,0,0.000575391,0.0575391,0.000575391,0.05752255,0.02384138,5173.451,652118.2
143.104,0.02384982,0.05750924,1140.822,651.8982,0,0,0,3204,0,0,0.000575092,0.05750924,0.000575092,0.05749271,0.02384982,5174.681,652273.1
143.154,0.02385825,0.05759481,1141.175,652.1001,0,0,0,3204,0,0,0.000575948,0.05759481,0.000575948,0.05757823,0.02385825,5176.284,652475.7
143.204,0.0238688,0.05755847,1141.497,652.284,0,0,0,3204,0,0,0.000575585,0.05755847,0.000575585,0.05754191,0.0238688,5177.744,652659.5
143.254,0.02387723,0.0576815,1141.823,652.4705,0,0,0,3204,0,0,0.000576815,0.0576815,0.000576815,0.05766487,0.02387723,5179.225,652846.9
143.304,0.02388567,0.0576225,1142.154,652.6596,0,0,0,3204,0,0,0.000576225,0.0576225,0.000576225,0.05760591,0.02388567,5180.725,653035.7
143.354,0.02389411,0.05769053,1142.412,652.8071,0,0,0,3204,0,0,0.000576905,0.05769053,0.000576905,0.05767389,0.02389411,5181.896,653183.7
143.404,0.02390254,0.05764181,1142.653,652.9444,0,0,0,3204,0,0,0.000576418,0.05764181,0.000576418,0.0576252,0.02390254,5182.986,653320.7
143.454,0.02390887,0.05766274,1142.927,653.1013,0,0,0,3204,0,0,0.000576627,0.05766274,0.000576627,0.05764612,0.02390887,5184.231,653477.9
143.504,0.02391731,0.05768038,1143.199,653.2566,0,0,0,3204,0,0,0.000576804,0.05768038,0.000576804,0.05766375,0.02391731,5185.464,653633.4
143.554,0.02392364,0.05765873,1143.453,653.4016,0,0,0,3204,0,0,0.000576587,0.05765872,0.000576587,0.05764211,0.02392364,5186.615,653778.3
143.604,0.02392996,0.0576863,1143.65,653.5145,0,0,0,3204,0,0,0.000576863,0.0576863,0.000576863,0.05766967,0.02392996,5187.511,653891.5
143.654,0.0239384,0.05771087,1143.82,653.6115,0,0,0,3204,0,0,0.000577109,0.05771087,0.000577109,0.05769423,0.0239384,5188.281,653988.7
143.704,0.02394684,0.05774992,1144.107,653.7757,0,0,0,3204,0,0,0.000577499,0.05774992,0.000577499,0.05773325,0.02394684,5189.584,654153.2
143.754,0.02395527,0.05778248,1144.399,653.9425,0,0,0,3204,0,0,0.000577825,0.05778249,0.000577825,0.0577658,0.02395527,5190.909,654320.4
143.804,0.02396371,0.05776059,1144.728,654.1302,0,0,0,3204,0,0,0.000577606,0.05776059,0.000577606,0.05774392,0.02396371,5192.399,654508.1
143.854,0.02397425,0.05770582,1145.038,654.3075,0,0,0,3204,0,0,0.000577058,0.05770582,0.000577058,0.05768918,0.02397425,5193.806,654685.1
143.904,0.02398269,0.05771947,1145.368,654.496,0,0,0,3204,0,0,0.000577195,0.05771947,0.000577195,0.05770282,0.02398269,5195.302,654873.8
143.954,0.02399113,0.05780359,1145.698,654.6844,0,0,0,3204,0,0,0.000578036,0.05780359,0.000578036,0.05778689,0.02399113,5196.798,655062.9
144.004,0.02400167,0.05776749,1146.083,654.9043,0,0,0,3204,0,0,0.000577675,0.05776748,0.000577675,0.0577508,0.02400167,5198.543,655282.6
